airport_ident,airport_name,municipality,state,airport_type,airport_distance,airport_lng,airport_lat
KISN,Sloulin Field International Airport,williston,VT,medium_airport,0.0372880388248,-103.641998291,48.177898407
KISP,Long Island Mac Arthur Airport,holbrook,NY,medium_airport,0.027682649634199998,-73.10019684,40.79520035
KISP,Long Island Mac Arthur Airport,long island,NY,medium_airport,0.0565900484349,-73.10019684,40.79520035
KISP,Long Island Mac Arthur Airport,holbrook,AZ,medium_airport,0.027682649634199998,-73.10019684,40.79520035
KISP,Long Island Mac Arthur Airport,bohemia,NY,medium_airport,0.0296712751185,-73.10019684,40.79520035
KISP,Long Island Mac Arthur Airport,ronkonkoma,NY,medium_airport,0.021798524358799996,-73.10019684,40.79520035
KITH,Ithaca Tompkins Regional Airport,forest home,CA,medium_airport,0.0385318626054,-76.4583969116211,42.49100112915039
KJAX,Jacksonville International Airport,trout river,MI,large_airport,0.0788673542416,-81.68789672851562,30.49410057067871
KJBR,Jonesboro Municipal Airport,glendale,AR,medium_airport,0.018901852338700002,-90.64640045166016,35.83169937133789
KJFK,John F Kennedy International Airport,lima,NY,large_airport,0.009839039237209999,-73.77890015,40.63980103
KJFK,John F Kennedy International Airport,east new york,NJ,large_airport,0.014668253614100001,-73.77890015,40.63980103
KJFK,John F Kennedy International Airport,pa/ny,PA,large_airport,0.0258426894894,-73.77890015,40.63980103
KJFK,John F Kennedy International Airport,hudson,NY,large_airport,0.00421627520963,-73.77890015,40.63980103
KJFK,John F Kennedy International Airport,new york city,CA,large_airport,0.020756539044000002,-73.77890015,40.63980103
KJFK,John F Kennedy International Airport,queens,NY,large_airport,0.0178286450698,-73.77890015,40.63980103
KJHW,Chautauqua County-Jamestown Airport,gerry/ellington,NY,medium_airport,0.072602737968,-79.25800323,42.15340042
KJHW,Chautauqua County-Jamestown Airport,gerry,NY,medium_airport,0.0410689638858,-79.25800323,42.15340042
KJKL,Julian Carroll Airport,campton,KY,medium_airport,0.269536379381,-83.31729888916016,37.59389877319336
KJMS,Jamestown Regional Airport,jamestown,ND,medium_airport,0.0357930346718,-98.67819977,46.92969894
KJST,John Murtha Johnstown Cambria County Airport,south fork,CO,medium_airport,0.0665305937137,-78.83390045166016,40.31610107421875
KJST,John Murtha Johnstown Cambria County Airport,dunlo,PA,medium_airport,0.114816161848,-78.83390045166016,40.31610107421875
KJXN,Jackson County Reynolds Field,horton,MI,medium_airport,0.12379479165400001,-84.45939636230001,42.259799957300004
KKLS,Southwest Washington Regional Airport,kelso,WA,medium_airport,0.0253391101009,-122.898002625,46.11800003049999
KLAF,Purdue University Airport,west lafayette,IN,medium_airport,0.031864954692299996,-86.93689727783203,40.41230010986328
KLAR,Laramie Regional Airport,bosler,WY,medium_airport,0.264761441064,-105.67500305175781,41.31209945678711
KLBE,Arnold Palmer Regional Airport,ligonier,PA,medium_airport,0.171031739592,-79.40480042,40.27590179
KLBF,North Platte Regional Airport Lee Bird Field,maxwell,CA,medium_airport,0.166020925115,-100.6839981,41.12620163
KLBT,Lumberton Regional Airport,greensville,NC,medium_airport,0.04448861459200001,-79.05940246579999,34.6099014282
KLBT,Lumberton Regional Airport,lumberton,TX,medium_airport,0.051697080392500004,-79.05940246579999,34.6099014282
KLBT,Lumberton Regional Airport,lumberton,M,medium_airport,0.051697080392500004,-79.05940246579999,34.6099014282
KLBT,Lumberton Regional Airport,lumberton,NC,medium_airport,0.051697080392500004,-79.05940246579999,34.6099014282
KLBX,Texas Gulf Coast Regional Airport,texas coast,TX,medium_airport,0.0043634093965600005,-95.462097168,29.1086006165
KLCK,Rickenbacker International Airport,adelaide,OH,large_airport,0.0223597235448,-82.927803,39.813801
KLEX,Blue Grass Airport,midway,GA,large_airport,0.138428865808,-84.60590362548828,38.0364990234375
KLFI,Langley Air Force Base,langley air force base,VA,large_airport,0.005657033045689999,-76.360496521,37.082901001
KLFI,Langley Air Force Base,poquoson,VA,large_airport,0.0421209352351,-76.360496521,37.082901001
KLGA,La Guardia Airport,east elmhurst,NY,large_airport,0.0176418107972,-73.87259674,40.77719879
KLGA,La Guardia Airport,warwick,NY,large_airport,0.0313313882202,-73.87259674,40.77719879
KLGA,La Guardia Airport,alden,NY,large_airport,0.0287647459588,-73.87259674,40.77719879
KLGA,La Guardia Airport,manchester,NY,large_airport,0.0303382841601,-73.87259674,40.77719879
KLGA,La Guardia Airport,rome,NY,large_airport,0.0413429667491,-73.87259674,40.77719879
KLGA,La Guardia Airport,new york/queens,NY,large_airport,0.0431035159731,-73.87259674,40.77719879
KLGA,La Guardia Airport,jackson heights,NY,large_airport,0.025254053289999998,-73.87259674,40.77719879
KLGA,La Guardia Airport,windsor,NY,large_airport,0.0323340374214,-73.87259674,40.77719879
KLGA,La Guardia Airport,elmhurst,NY,large_airport,0.041029898302599996,-73.87259674,40.77719879
KLGA,La Guardia Airport,athens,NY,large_airport,0.041490918796900006,-73.87259674,40.77719879
KLND,Hunt Field,atlantic city,WY,medium_airport,0.318579398388,-108.730003357,42.8152008057
KLND,Hunt Field,lander,WY,medium_airport,0.0178883581537,-108.730003357,42.8152008057
KLOL,Derby Field,lovelock,NV,medium_airport,0.145063277129,-118.565002441,40.0663986206
KLOL,Derby Field,rye patch,NV,medium_airport,0.470126407183,-118.565002441,40.0663986206
KLOZ,London-Corbin Airport/Magee Field,east bernstadt,KY,medium_airport,0.11223546045999998,-84.08489990230001,37.0821990967
KLSE,La Crosse Municipal Airport,w. salem,OR,medium_airport,0.176603524054,-91.256699,43.879002
KLSE,La Crosse Municipal Airport,onalaska,WI,medium_airport,0.0227106963339,-91.256699,43.879002
KLSV,Nellis Air Force Base,nellis air force base,NV,medium_airport,0.02438098426,-115.033996582,36.2361984253
KLSV,Nellis Air Force Base,nellis afb,NV,medium_airport,0.02438098426,-115.033996582,36.2361984253
KLTS,Altus Air Force Base,altus afb,OK,large_airport,0.00385876675775,-99.2667007446,34.667098999
KLUF,Luke Air Force Base,glendale,CO,large_airport,0.0323400419577,-112.383003235,33.534999847399995
KLUF,Luke Air Force Base,glendale,KY,large_airport,0.0323400419577,-112.383003235,33.534999847399995
KLUF,Luke Air Force Base,glendale,AZ,large_airport,0.0323400419577,-112.383003235,33.534999847399995
KLUF,Luke Air Force Base,glendale,CA,large_airport,0.0323400419577,-112.383003235,33.534999847399995
KLUF,Luke Air Force Base,litchfield park,AZ,large_airport,0.0294718539188,-112.383003235,33.534999847399995
KLVS,Las Vegas Municipal Airport,las vegas,NM,medium_airport,0.101684489639,-105.141998291,35.6542015076
KLVS,Las Vegas Municipal Airport,san antonio,NM,medium_airport,0.106400966578,-105.141998291,35.6542015076
KLVS,Las Vegas Municipal Airport,los montoyas,NM,medium_airport,0.24375636380399998,-105.141998291,35.6542015076
KLWS,Lewiston Nez Perce County Airport,asotin,WA,medium_airport,0.0483760823149,-117.01499938964844,46.3745002746582
KMBS,MBS International Airport,shields,MI,large_airport,0.11723263142000001,-84.07959747314453,43.532901763916016
KMBS,MBS International Airport,freeland,MI,large_airport,0.043874893063400006,-84.07959747314453,43.532901763916016
KMBS,MBS International Airport,auburn,MI,large_airport,0.071147327624,-84.07959747314453,43.532901763916016
KMCC,Mc Clellan Airfield,north highlands,CA,medium_airport,0.013508161178700002,-121.401001,38.66759872
KMCE,Merced Regional Macready Field,merced,CA,medium_airport,0.0348403905411,-120.5139999,37.28469849
KMCK,Mc Cook Ben Nelson Regional Airport,mccook,NE,medium_airport,0.0339856434816,-100.5920029,40.20629883
KMDH,Southern Illinois Airport,de soto,K,medium_airport,0.0462498411187,-89.25199890136719,37.778099060058594
KMDW,Chicago Midway International Airport,bridgeview,IL,large_airport,0.06307745545969999,-87.75240325927734,41.7859992980957
KMER,Castle Airport,atwater village,CA,medium_airport,0.052560250971,-120.5680008,37.38050079
KMER,Castle Airport,atwater,CA,medium_airport,0.052560250971,-120.5680008,37.38050079
KMFE,Mc Allen Miller International Airport,hidalgo,TX,medium_airport,0.07931369342519999,-98.23860168,26.17580032
KMFE,Mc Allen Miller International Airport,pharr,TX,medium_airport,0.058169172710100005,-98.23860168,26.17580032
KMFE,Mc Allen Miller International Airport,mcallen,TX,medium_airport,0.0298120804036,-98.23860168,26.17580032
KMFR,Rogue Valley International Medford Airport,central point,OR,medium_airport,0.039803805095800004,-122.87300109863281,42.37419891357422
KMFR,Rogue Valley International Medford Airport,lapine,OR,medium_airport,0.0770732688063,-122.87300109863281,42.37419891357422
KMGE,Dobbins Air Reserve Base,kennesaw/marietta,GA,large_airport,0.022931222076400002,-84.51629639,33.91540146
KMGE,Dobbins Air Reserve Base,marietta/kennesaw,GA,large_airport,0.022931222076400002,-84.51629639,33.91540146
KMGW,Morgantown Municipal Walter L. Bill Hart Field,point marion,PA,medium_airport,0.0976727212413,-79.91629791,39.64289856
KMGW,Morgantown Municipal Walter L. Bill Hart Field,cooper's rock,WV,medium_airport,0.100727931644,-79.91629791,39.64289856
KMHR,Sacramento Mather Airport,rancho cordova,CA,medium_airport,0.0354874668981,-121.2979965,38.55390167
KMHR,Sacramento Mather Airport,mather,CA,medium_airport,0.013312394061700001,-121.2979965,38.55390167
KMIA,Miami International Airport,miami springs,FL,large_airport,0.028725604756900003,-80.29060363769531,25.79319953918457
KMIE,Delaware County Johnson Field,glenn ellyn,IL,medium_airport,0.0292834071044,-85.3958969116211,40.2422981262207
KMIE,Delaware County Johnson Field,muncie,IN,medium_airport,0.0495272432773,-85.3958969116211,40.2422981262207
KMIV,Millville Municipal Airport,millville,CA,medium_airport,0.04746973366499999,-75.07219696044922,39.367801666259766
KMIV,Millville Municipal Airport,dividing creek,NJ,medium_airport,0.101582889901,-75.07219696044922,39.367801666259766
KMIV,Millville Municipal Airport,millville,MN,medium_airport,0.04746973366499999,-75.07219696044922,39.367801666259766
KMIV,Millville Municipal Airport,millville,NJ,medium_airport,0.04746973366499999,-75.07219696044922,39.367801666259766
KMIV,Millville Municipal Airport,millville,PA,medium_airport,0.04746973366499999,-75.07219696044922,39.367801666259766
KMKE,General Mitchell International Airport,st. francis,K,large_airport,0.027826332374800002,-87.89659881591797,42.947200775146484
KMKE,General Mitchell International Airport,cudahy,CA,large_airport,0.037298062392,-87.89659881591797,42.947200775146484
KMKE,General Mitchell International Airport,st. francis,WI,large_airport,0.027826332374800002,-87.89659881591797,42.947200775146484
KMKE,General Mitchell International Airport,cudahy,WI,large_airport,0.037298062392,-87.89659881591797,42.947200775146484
KMLB,Melbourne International Airport,west melbourne,FL,medium_airport,0.0321506036354,-80.64530181884766,28.102800369262695
KMLB,Melbourne International Airport,melbourne village,FL,medium_airport,0.027449068769999998,-80.64530181884766,28.102800369262695
KMMU,Morristown Municipal Airport,whippany,NJ,medium_airport,0.025239538284200003,-74.41490173339844,40.799400329589844
KMOD,Modesto City Co-Harry Sham Field,ceres,CA,medium_airport,0.031091320776400002,-120.9540024,37.62580109
KMPV,Edward F Knapp State Airport,barre,VT,medium_airport,0.060390626349099995,-72.56230164,44.20349884
KMPV,Edward F Knapp State Airport,northfield falls,VT,medium_airport,0.09407024490430001,-72.56230164,44.20349884
KMQY,Smyrna Airport,lavergne,TN,medium_airport,0.0756843383475,-86.5201034546,36.0089988708
KMQY,Smyrna Airport,la vergne,TN,medium_airport,0.0621891820759,-86.5201034546,36.0089988708
KMRB,Eastern WV Regional Airport/Shepherd Field,arden,AR,medium_airport,0.0603255972662,-77.98459625,39.40190125
KMRY,Monterey Peninsula Airport,carmel-by-the-sea,CA,medium_airport,0.08634042516860001,-121.84300231933594,36.58700180053711
KMRY,Monterey Peninsula Airport,pacific grove,CA,medium_airport,0.0787130058569,-121.84300231933594,36.58700180053711
KMRY,Monterey Peninsula Airport,seaside,OR,medium_airport,0.046692777153400006,-121.84300231933594,36.58700180053711
KMRY,Monterey Peninsula Airport,seaside,FL,medium_airport,0.046692777153400006,-121.84300231933594,36.58700180053711
KMRY,Monterey Peninsula Airport,monterey/seaside,CA,medium_airport,0.053611443380699994,-121.84300231933594,36.58700180053711
KMRY,Monterey Peninsula Airport,pebble beach/carmel,CA,medium_airport,0.0713928002104,-121.84300231933594,36.58700180053711
KMSL,Northwest Alabama Regional Airport,leighton,AL,medium_airport,0.0926088285919,-87.61019897,34.74530029
KMSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,mendota,CA,large_airport,0.057648759583300006,-93.22180175780001,44.881999969499994
KMSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,eagan,MN,large_airport,0.08483447175629999,-93.22180175780001,44.881999969499994
KMSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,mendota,VA,large_airport,0.057648759583300006,-93.22180175780001,44.881999969499994
KMSS,Massena International Richards Field,winthrop,NY,medium_airport,0.15276574046900002,-74.84559631347656,44.93579864501953
KMTC,Selfridge Air National Guard Base Airport,harrison,MI,medium_airport,0.037166805887800004,-82.836919,42.613463
KMTN,Martin State Airport,bowleys quarters,MD,medium_airport,0.032910098037400005,-76.4138031,39.32569885
KMTN,Martin State Airport,middle river,MD,medium_airport,0.0143868872386,-76.4138031,39.32569885
KMUO,Mountain Home Air Force Base,mountain home afb,ID,large_airport,0.00847369492512,-115.872002,43.043598
KMUO,Mountain Home Air Force Base,grand view,ID,large_airport,0.227914158545,-115.872002,43.043598
KMYR,Myrtle Beach International Airport,myrtle beach,NC,medium_airport,0.041448645169699996,-78.9282989502,33.6796989441
KMYR,Myrtle Beach International Airport,myrtle beach,SC,medium_airport,0.041448645169699996,-78.9282989502,33.6796989441
KMYR,Myrtle Beach International Airport,myrtle beach,VA,medium_airport,0.041448645169699996,-78.9282989502,33.6796989441
KMYR,Myrtle Beach International Airport,myrtle beach,TN,medium_airport,0.041448645169699996,-78.9282989502,33.6796989441
KMYV,Yuba County Airport,olivehurst,CA,medium_airport,0.0179686045119,-121.5699997,39.09780121
KNCA,New River MCAS /H/ /Mccutcheon Fld/ Airport,camp lejeune/jacksonville,NC,medium_airport,0.10133752728499999,-77.43969727,34.70840073
KNHZ,Brunswick Executive Airport,brunswick,ME,medium_airport,0.0397208493469,-69.93859863,43.89220047
KNKT,Cherry Point MCAS /Cunningham Field/,havelock,NC,medium_airport,0.030532918582700002,-76.88069916,34.90090179
KNKX,Miramar Marine Corps Air Station - Mitscher Field,mulege,CA,medium_airport,0.0392069646746,-117.1429977,32.86840057
KNPA,Pensacola Naval Air Station/Forrest Sherman Field,warrington,PA,medium_airport,0.037068567869899996,-87.31860352,30.35269928
KNPA,Pensacola Naval Air Station/Forrest Sherman Field,live oak/pensacola,FL,medium_airport,0.058200811051500004,-87.31860352,30.35269928
KNPA,Pensacola Naval Air Station/Forrest Sherman Field,warrington,FL,medium_airport,0.037068567869899996,-87.31860352,30.35269928
KNTU,Oceana NAS,virginia beach,VA,medium_airport,0.030801393289299997,-76.03350067,36.8207016
KNUQ,Moffett Federal Airfield,los altos,CA,medium_airport,0.07705850186989999,-122.04900360107422,37.416099548339844
KNUQ,Moffett Federal Airfield,mountain view,CA,medium_airport,0.043399807643499995,-122.04900360107422,37.416099548339844
KNUQ,Moffett Federal Airfield,sunnyvale,CA,medium_airport,0.0489338787502,-122.04900360107422,37.416099548339844
KNUQ,Moffett Federal Airfield,mountain view,MO,medium_airport,0.043399807643499995,-122.04900360107422,37.416099548339844
KNYG,Quantico MCAF /Turner field,quantico,VA,medium_airport,0.026013524103200004,-77.30529785,38.50170135
KOAJ,Albert J Ellis Airport,kinston/richlands,NC,medium_airport,0.0905813727749,-77.61209869380001,34.8292007446
KOAJ,Albert J Ellis Airport,richlands,NC,medium_airport,0.0959357663591,-77.61209869380001,34.8292007446
KOAK,Metropolitan Oakland International Airport,san francisco bay,CA,large_airport,0.0606627865499,-122.221001,37.721298
KOFF,Offutt Air Force Base,forbes afb,K,medium_airport,0.038329504652,-95.912498474121,41.118301391602
KOFF,Offutt Air Force Base,glenwood,IA,medium_airport,0.184362499986,-95.912498474121,41.118301391602
KOFF,Offutt Air Force Base,bellevue,NE,medium_airport,0.028463979189400003,-95.912498474121,41.118301391602
KOGD,Ogden Hinckley Airport,riverdale,UT,medium_airport,0.0253077534116,-112.0120010376,41.195899963379
KOGD,Ogden Hinckley Airport,roy,UT,medium_airport,0.0369343944029,-112.0120010376,41.195899963379
KOGD,Ogden Hinckley Airport,pleasant view,TN,medium_airport,0.12532426464000002,-112.0120010376,41.195899963379
KOGD,Ogden Hinckley Airport,north ogden,UT,medium_airport,0.12270621378499999,-112.0120010376,41.195899963379
KOLS,Nogales International Airport,rio rico,AZ,medium_airport,0.13928041217700002,-110.8479995727539,31.417699813842773
KOLS,Nogales International Airport,patagonia,AZ,medium_airport,0.152552731077,-110.8479995727539,31.417699813842773
KOLS,Nogales International Airport,nogales,AZ,medium_airport,0.117314206671,-110.8479995727539,31.417699813842773
KOLU,Columbus Municipal Airport,columbus,NE,medium_airport,0.0317008339574,-97.34259796,41.44800186
KONT,Ontario International Airport,cucamonga,CA,large_airport,0.05390761273019999,-117.60099792480469,34.055999755859375
KONT,Ontario International Airport,south ontario,CA,large_airport,0.00394232067885,-117.60099792480469,34.055999755859375
KONT,Ontario International Airport,rancho cucamonga,CA,large_airport,0.05390761273019999,-117.60099792480469,34.055999755859375
KOPF,Opa-locka Executive Airport,north dade,FL,medium_airport,0.0054057291308600005,-80.27839661,25.90699959
KOPF,Opa-locka Executive Airport,opa locka,FL,medium_airport,0.0215082085349,-80.27839661,25.90699959
KORD,Chicago O'Hare International Airport,chicago o'hare airport,IL,large_airport,0.0045625765001,-87.90480042,41.97859955
KORH,Worcester Regional Airport,leicester,MA,medium_airport,0.0393023082069,-71.87570190429688,42.26729965209961
KORH,Worcester Regional Airport,walnut hill,IL,medium_airport,0.0330193196435,-71.87570190429688,42.26729965209961
KORH,Worcester Regional Airport,rochdale,MA,medium_airport,0.07878165385250001,-71.87570190429688,42.26729965209961
KOWB,Owensboro Daviess County Airport,owensboro,KY,medium_airport,0.0634266614425,-87.16680145,37.74010086
KOWD,Norwood Memorial Airport,norfolk,MA,medium_airport,0.037952733215099996,-71.1728973389,42.1904983521
KOWD,Norwood Memorial Airport,norwood,MA,medium_airport,0.026906004296900002,-71.1728973389,42.1904983521
KOWD,Norwood Memorial Airport,canton,MA,medium_airport,0.0426519926023,-71.1728973389,42.1904983521
KOWD,Norwood Memorial Airport,norfolk,VA,medium_airport,0.037952733215099996,-71.1728973389,42.1904983521
KOWD,Norwood Memorial Airport,sandy valley,NE,medium_airport,0.0517903132372,-71.1728973389,42.1904983521
KOWD,Norwood Memorial Airport,dedham,MA,medium_airport,0.051707231599900004,-71.1728973389,42.1904983521
KOWD,Norwood Memorial Airport,westwood,MA,medium_airport,0.0566959534784,-71.1728973389,42.1904983521
KPBG,Plattsburgh International Airport,plattsburg,NY,medium_airport,0.0437369847695,-73.46810150146484,44.650901794433594
KPBG,Plattsburgh International Airport,plattsburgh,NY,medium_airport,0.0437369847695,-73.46810150146484,44.650901794433594
KPGA,Page Municipal Airport,lake powell,UT,medium_airport,0.10484643281,-111.447998,36.92610168
KPIA,General Wayne A. Downing Peoria International Airport,bartonville,IL,large_airport,0.0435265787263,-89.6932983398,40.664199829100006
KPIE,St Petersburg Clearwater International Airport,highpoint,NC,medium_airport,0.021615795677400004,-82.68740082,27.91020012
KPIR,Pierre Regional Airport,pierre,SD,medium_airport,0.06675290220959999,-100.2860031,44.38270187
KPIT,Pittsburgh International Airport,leet,PA,large_airport,0.0810751094362,-80.23290253,40.49150085
KPIT,Pittsburgh International Airport,sewickley,PA,large_airport,0.0660569775451,-80.23290253,40.49150085
KPIT,Pittsburgh International Airport,moon township,PA,large_airport,0.028694078990700003,-80.23290253,40.49150085
KPIT,Pittsburgh International Airport,leetsdale,PA,large_airport,0.07569979679819999,-80.23290253,40.49150085
KPLN,Pellston Regional Airport of Emmet County Airport,wilderness state park,MI,medium_airport,0.194741078929,-84.79669952,45.57089996
KPLN,Pellston Regional Airport of Emmet County Airport,levering,MI,medium_airport,0.06566574749660001,-84.79669952,45.57089996
KPMD,Palmdale Regional/USAF Plant 42 Airport,palmdale,CA,medium_airport,0.0594953237192,-118.0849991,34.62939835
KPNA,Ralph Wenz Field,big sandy,WY,medium_airport,0.37789797824,-109.8069992,42.79550171
KPNC,Ponca City Regional Airport,east detroit,MI,medium_airport,0.0207693150924,-97.09980011,36.73199844
KPNC,Ponca City Regional Airport,ponca city,OK,medium_airport,0.0334810336733,-97.09980011,36.73199844
KPNC,Ponca City Regional Airport,ponca,OK,medium_airport,0.0334810336733,-97.09980011,36.73199844
KPNE,Northeast Philadelphia Airport,lagrange,IL,medium_airport,0.029467684419499998,-75.010597,40.081902
KPOE,Polk Army Air Field,fort polk,LA,medium_airport,0.0138503709149,-93.1917038,31.0447998
KPOU,Dutchess County Airport,wappingers falls,NY,medium_airport,0.0403929734046,-73.88420104980469,41.6265983581543
KPQI,Northern Maine Regional Airport at Presque Isle,presque isle,ME,medium_airport,0.029420162798200002,-68.0447998,46.68899918
KPRX,Cox Field,pattonville,TX,medium_airport,0.0819936903628,-95.450798034668,33.636600494385
KPRX,Cox Field,blossom,TX,medium_airport,0.06961543507210001,-95.450798034668,33.636600494385
KPSC,Tri Cities Airport,pasco,WA,medium_airport,0.0311622708167,-119.11900329589844,46.26470184326172
KPSP,Palm Springs International Airport,riverside/palm springs,CA,medium_airport,0.024681480999900002,-116.50700378417969,33.8297004699707
KPSP,Palm Springs International Airport,west palm,FL,medium_airport,0.00231247773308,-116.50700378417969,33.8297004699707
KPUW,Pullman Moscow Regional Airport,union/pullman/whitman county,WA,medium_airport,0.05414335783890001,-117.110001,46.7439
KPUW,Pullman Moscow Regional Airport,pullman,WA,medium_airport,0.0652990838698,-117.110001,46.7439
KPVD,Theodore Francis Green State Airport,south county,RI,medium_airport,0.00844473317497,-71.42040252685547,41.732601165771484
KPVD,Theodore Francis Green State Airport,warwick,RI,medium_airport,0.0326817830437,-71.42040252685547,41.732601165771484
KPWK,Chicago Executive Airport,wheeling,IL,medium_airport,0.029836248968799998,-87.901494,42.114222
KPWK,Chicago Executive Airport,wheeling,WY,medium_airport,0.029836248968799998,-87.901494,42.114222
KPWK,Chicago Executive Airport,wheeling,WV,medium_airport,0.029836248968799998,-87.901494,42.114222
KPWM,Portland International Jetport Airport,cape elizabeth,ME,large_airport,0.136316670073,-70.30930328,43.64619827
KPWM,Portland International Jetport Airport,portland,ME,large_airport,0.056427176839399996,-70.30930328,43.64619827
KPWM,Portland International Jetport Airport,south portland,ME,large_airport,0.0685852471399,-70.30930328,43.64619827
KPWT,Bremerton National Airport,belfair?,WA,medium_airport,0.017311699727900004,-122.76499938965,47.490200042725
KPWT,Bremerton National Airport,belfair,WA,medium_airport,0.017311699727900004,-122.76499938965,47.490200042725
KRAL,Riverside Municipal Airport,in-flight,GA,medium_airport,0.0013221451359,-117.4449997,33.95190048
KRAL,Riverside Municipal Airport,jurupa,CA,medium_airport,0.028709910993400003,-117.4449997,33.95190048
KRAL,Riverside Municipal Airport,mira loma,CA,medium_airport,0.0765539761547,-117.4449997,33.95190048
KRAL,Riverside Municipal Airport,lookout,CA,medium_airport,0.05514792193799999,-117.4449997,33.95190048
KRBL,Red Bluff Municipal Airport,red bluff,CA,medium_airport,0.0321504984653,-122.251998901,40.1506996155
KRCA,Ellsworth Air Force Base,box elder,MT,medium_airport,0.0411606966074,-103.1039963,44.14500046
KRCA,Ellsworth Air Force Base,desmet,SD,medium_airport,0.026859044306099998,-103.1039963,44.14500046
KRDD,Redding Municipal Airport,palo cedro,CA,medium_airport,0.0720253897218,-122.2929993,40.50899887
KRDR,Grand Forks Air Force Base,grand forks afb,ND,medium_airport,0.015415831945200001,-97.4011993408,47.961101532
KRDU,Raleigh Durham International Airport,morrisville,NC,large_airport,0.0661639254306,-78.7874984741211,35.877601623535156
KRDU,Raleigh Durham International Airport,morrisville,PA,large_airport,0.0661639254306,-78.7874984741211,35.877601623535156
KRHI,Rhinelander Oneida County Airport,rhinelander,WI,medium_airport,0.055688565757800006,-89.46749877929688,45.63119888305664
KRIC,Richmond International Airport,highland springs,VA,large_airport,0.041616886165,-77.3197021484375,37.50519943237305
KRIV,March ARB Airport,mead valley,CA,medium_airport,0.06018141316219999,-117.2590027,33.88069916
KRIV,March ARB Airport,march air force base,CA,medium_airport,0.00476450760268,-117.2590027,33.88069916
KRKS,Rock Springs Sweetwater County Airport,table rock,SC,medium_airport,0.6774174736949999,-109.0650024,41.59420013
KRME,Griffiss International Airport,oneida,NY,medium_airport,0.019637271068200002,-75.40699768,43.23379898
KRMG,Richard B Russell Airport,silver creek,GA,medium_airport,0.109512865451,-85.15799713130001,34.3506011963
KRMG,Richard B Russell Airport,rome,GA,medium_airport,0.0938010318932,-85.15799713130001,34.3506011963
KRMG,Richard B Russell Airport,rome,PA,medium_airport,0.0938010318932,-85.15799713130001,34.3506011963
KRND,Randolph Air Force Base,schertz,TX,large_airport,0.0357029818505,-98.27890015,29.52969933
KRND,Randolph Air Force Base,cibolo,TX,large_airport,0.0615320943323,-98.27890015,29.52969933
KRND,Randolph Air Force Base,universal city,CA,large_airport,0.0220132852522,-98.27890015,29.52969933
KRND,Randolph Air Force Base,randolph afb,TX,large_airport,0.0006903105418010001,-98.27890015,29.52969933
KRNO,Reno Tahoe International Airport,sparks/reno,NV,large_airport,0.0269316135888,-119.76799774169922,39.49909973144531
KROC,Greater Rochester International Airport,monroe,NY,large_airport,0.0323608574162,-77.67240142822266,43.118900299072266
KRSL,Russell Municipal Airport,paradise,CA,medium_airport,0.264008530289,-98.811798095703,38.872100830078
KRSL,Russell Municipal Airport,gorham,NH,medium_airport,0.211565830622,-98.811798095703,38.872100830078
KRSW,Southwest Florida International Airport,estero,FL,large_airport,0.11078708801300001,-81.75520324707031,26.53619956970215
KRVS,Richard Lloyd Jones Jr Airport,jenks,OK,medium_airport,0.023333541257599996,-95.984596252441,36.039600372314
KRWF,Redwood Falls Municipal Airport,delhi,CO,medium_airport,0.138886924917,-95.08229828,44.54719925
KRWI,Rocky Mount Wilson Regional Airport,elm city,NC,medium_airport,0.057381153507,-77.89189910888672,35.856300354003906
KRYY,Cobb County-Mc Collum Field,kennesaw,GA,medium_airport,0.019746816731599996,-84.59860229,34.01319885
KRYY,Cobb County-Mc Collum Field,acworth,GA,medium_airport,0.09438335282369999,-84.59860229,34.01319885
KSAC,Sacramento Executive Airport,sacramento/davis,CA,medium_airport,0.0548527701454,-121.492996216,38.5125007629
KSAF,Santa Fe Municipal Airport,cerrillos,TN,medium_airport,0.183924018538,-106.088996887,35.617099762
KSAN,San Diego International Airport,mission beach,CA,large_airport,0.0794910127958,-117.190002441,32.7336006165
KSAV,Savannah Hilton Head International Airport,port wentworth,GA,large_airport,0.0444717482784,-81.20210266,32.12760162
KSAV,Savannah Hilton Head International Airport,pooler,GA,large_airport,0.0488335696014,-81.20210266,32.12760162
KSAW,Sawyer International Airport,highway 371,NM,medium_airport,0.0299178963783,-87.395401001,46.353599548300004
KSBA,Santa Barbara Municipal Airport,cachuma lake,CA,medium_airport,0.024635425836,-119.8399963,34.42620087
KSBA,Santa Barbara Municipal Airport,goleta,CA,medium_airport,0.0156657540654,-119.8399963,34.42620087
KSBA,Santa Barbara Municipal Airport,isla vista,CA,medium_airport,0.025046852609299997,-119.8399963,34.42620087
KSBA,Santa Barbara Municipal Airport,santa barbara/goleta,CA,medium_airport,0.0169058548597,-119.8399963,34.42620087
KSBP,San Luis County Regional Airport,avila beach,CA,medium_airport,0.106306370546,-120.641998291,35.236801147499996
KSCH,Schenectady County Airport,schenectady,NY,medium_airport,0.0397169771754,-73.928901672363,42.852500915527
KSDY,Sidney - Richland Regional Airport,knife river,MN,medium_airport,0.295218627788,-104.193001,47.706902
