location,latitude,longitude,elevation
"blanchard, OK, US",35.137842800000001,-97.658090400000006,389.00000
"quincy, CA, US",39.935601599999998,-91.409872699999994,182.00000
"south holland, IL, US",41.600868100000000,-87.606989400000003,185.00000
"auburn, IN, US",41.366990199999996,-85.058863200000005,267.00000
"lake worth, FL, US",26.615969799999998,-80.056992699999995,12.00000
"st.helens, OR, US",45.864003400000001,-122.806492199999994,33.00000
"mt.vernon, IL, US",38.317271499999997,-88.903120099999995,150.00000
"hesperia, CA, US",34.426388600000003,-117.300878400000002,971.00000
"greenville, OH, US",40.102826399999998,-84.633011499999995,315.00000
"virginia city, MT, US",45.293796000000000,-111.946123000000000,1763.00000
"long beach, CA, US",40.588511599999997,-73.657860999999997,5.00000
"comer, GA, US",34.063722700000000,-83.125426099999999,212.00000
"marina, CA, US",36.690078499999998,-121.800639830262000,4.00000
"mt sterling, IL, US",42.147867800000000,-73.464839100000006,343.00000
"big lake, AK, US",45.332464700000003,-93.746080399999997,284.00000
"martinsburg, WV, US",40.311187500000003,-78.324179599999994,418.00000
"mariposa, CA, US",37.570148000000003,-119.903659200000007,1132.00000
"clifton park, NY, US",42.865632499999997,-73.770953500000005,107.00000
"lahaina, HI, US",20.872684000000000,-156.676272899999987,
"aspers, PA, US",39.976923499999998,-77.227649614594199,194.00000
"st. cloud, FL, US",28.249853399999999,-81.283903800000004,27.00000
"corralitos, CA, US",36.995122000000002,-121.789396497135996,122.00000
"syracuse, NY, US",43.048122100000001,-76.147424400000006,133.00000
"north plains, OR, US",45.597312299999999,-122.993626100000000,59.00000
"pompano beach, FL, US",26.237859700000001,-80.124766699999995,9.00000
"kittery, ME, US",43.088448000000000,-70.736846999999997,11.00000
"east hanover, NJ, US",40.820099800000001,-74.364873099999997,72.00000
"odessa, TX, US",39.457334000000003,-75.661318399999999,18.00000
"lafayette/moraga, CA, US",37.860908999999999,-122.102235800000003,160.00000
"west elkton, OH, US",39.587832499999998,-84.554393200000007,315.00000
"elizaville, KY, US",38.419521000000003,-83.825477000000006,276.00000
"lake wales, FL, US",27.924012000000001,-81.601653661987498,43.00000
"north tonawanda, NY, US",43.038668000000001,-78.864203399999994,177.00000
"dale city, VA, US",38.645600999999999,-77.336497300000005,72.00000
"kennedy space center, FL, US",28.521081250000002,-80.681200985728694,4.00000
"new bedford, MA, US",41.636215200000002,-70.934205000000006,27.00000
"granville, OH, US",40.068119199999998,-82.519603700000005,281.00000
"fairfax, VA, US",38.846223600000002,-77.306373300000004,130.00000
"crestone, CO, US",37.994970500000001,-105.700975700000001,2423.00000
"hart, MI, US",43.698340999999999,-86.363964999999993,211.00000
"tomah, WI, US",43.978575999999997,-90.504021399999999,297.00000
"winston, OR, US",43.122235699999997,-123.412486700000002,166.00000
"newnan, GA, US",33.380671599999999,-84.799657300000007,300.00000
"waverly hall, GA, US",32.683469000000002,-84.738260900000000,232.00000
"windber, PA, US",40.239798600000000,-78.835022300000006,528.00000
"montvale, VA, US",41.046763499999997,-74.022917300000003,88.00000
"channahon, IL, US",41.429475300000000,-88.228673499999999,163.00000
"highlands ranch, CO, US",39.553877100000001,-104.969426400000003,1745.00000
"kennewick, WA, US",46.208973899999997,-119.120400300000000,110.00000
"davie, FL, US",26.075728999999999,-80.284108975308598,4.00000
"belle, MO, US",38.232000599999999,-81.537800300000001,189.00000
"englewood, FL, US",26.960612500000000,-82.357632399664197,6.00000
"malvern, PA, US",40.691727100000001,-81.181214800000006,307.00000
"marysville, OH, US",48.051742900000001,-122.176820899999996,5.00000
"west corners, NY, US",43.019796999999997,-73.988459500000005,190.00000
"columbia heights, MN, US",45.046045800000002,-93.251780199999999,275.00000
"stokes, NC, US",36.412099499999997,-80.228808900000004,297.00000
"three points, AZ, US",32.076933900000000,-111.313530200000002,775.00000
"hollywood, CA, US",26.011201400000001,-80.149490099999994,10.00000
"blackwell, OK, US",36.804476700000002,-97.282820700000002,317.00000
"new york city/bronx, NY, US",40.900288000000003,-73.897035000000002,23.00000
"northport, NY, US",40.903885500000001,-73.341991372641502,43.00000
"scranton, KS, US",41.408687399999998,-75.662129399999998,227.00000
"aventura, FL, US",25.953257000000001,-80.136645970659302,10.00000
"graham, WA, US",47.039599600000003,-122.278572900000000,257.00000
"tamaqua, PA, US",40.797429600000001,-75.969618600000004,278.00000
"savannah, GA, US",32.083540700000000,-81.099834200000004,5.00000
"halifax, NC, US",36.328485999999998,-77.589419899999996,38.00000
"indio, CA, US",33.719280800000000,-116.218805399999994,-1.00000
"gridley, CA, US",39.363777300000002,-121.693583300000000,30.00000
"sharon, PA, US",33.559855300000002,-82.794862899999998,187.00000
"merritt parkway, CT, US",41.163822900000000,-73.375930600000004,32.00000
"danville, CA, US",37.645648799999996,-84.772182299999997,299.00000
"gratis, OH, US",39.647832100000002,-84.527171100000004,272.00000
"east brunswick/south river, NJ, US",40.469266200000000,-74.385165999999998,28.00000
"west paterson, NJ, US",40.889328800000001,-74.196965700000007,120.00000
"carpentersville, IL, US",42.121136399999997,-88.257858200000001,279.00000
"crystal, WI, US",45.037586800000000,-93.359322399999996,266.00000
"bar harbor, ME, US",44.386456500000001,-68.211857081100305,0.00000
"gunnison, CO, US",38.545824600000003,-106.925320700000000,2353.00000
"warsaw, MO, US",37.958746499999997,-76.758021099999993,43.00000
"puerto nuevo, PR, US",18.490777699999999,-66.402670099999995,5.00000
"minot, ND, US",48.232509999999998,-101.296272999999999,481.00000
"elmer, NJ, US",39.594247000000003,-75.168199700000002,34.00000
"okoboji, IA, US",43.386359400000003,-95.148312500000003,445.00000
"mcalester, OK, US",34.933498100000001,-95.769793399999998,233.00000
"north fort myers, FL, US",26.672866599999999,-81.884084799999997,5.00000
"shirley, NY, US",42.576727099999999,-78.913645200000005,330.00000
"punta gorda, FL, US",26.929783600000000,-82.045366400000006,4.00000
"laguna niguel, CA, US",33.522526100000000,-117.707552600000000,94.00000
"bryan, TX, US",30.658087600000002,-96.352777420596396,106.00000
"shelby county airport, AL, US",33.178326200000001,-86.782837892177596,178.00000
"roswell, NM, US",33.394328199999997,-104.522951800000001,1094.00000
"roslyn, WA, US",47.223960400000003,-120.994114400000001,705.00000
"ramona, CA, US",38.597231600000001,-97.061962699999995,438.00000
"ashtabula, OH, US",41.865054000000001,-80.789809000000005,214.00000
"teague, TX, US",31.645308499999999,-96.330036782786905,141.00000
"bedford--mt. kisco, NY, US",41.200104500000002,-73.704326800000004,157.00000
"coventry, RI, US",41.700099600000001,-71.682844399999993,123.00000
"corvallis, OR, US",44.564565899999998,-123.262043500000004,71.00000
"pecos, TX, US",31.424487700000000,-103.493468300000004,790.00000
"hancock, MI, US",47.126871000000001,-88.580956000000000,204.00000
"kerrville, TX, US",30.047433200000000,-99.140318899999997,502.00000
"west boca raton, FL, US",26.361760400000001,-80.087686800000000,8.00000
"wyoming, MI, US",43.170026399999998,-107.568534799999995,1738.00000
"licking, MO, US",37.499488399999997,-91.857098399999998,384.00000
"rapid city, SD, US",44.081175999999999,-103.228005999999993,994.00000
"pasadena, CA, US",29.691062500000001,-95.209100599999999,12.00000
"cameron, NC, US",41.458699299999999,-78.193183300000001,470.00000
"ponte vedra beach, FL, US",30.239686500000001,-81.385638400000005,6.00000
"aloha, OR, US",45.494283799999998,-122.867045099999999,62.00000
"baker/las vegas, CA, US",36.146900000000002,-115.140699999999995,619.00000
"dania, FL, US",26.050783950000000,-80.146123926272296,10.00000
"arlington, TX, US",38.890396099999997,-77.084158500000001,61.00000
"big arm, MT, US",47.797996900000001,-114.294845400000000,903.00000
"defiance, OH, US",41.284493300000001,-84.355780199999998,213.00000
"portland, ME, US",43.661027699999998,-70.254859600000003,15.00000
"bettendorf, IA, US",41.525546599999998,-90.508147800000003,184.00000
"auke bay, AK, US",58.387241199999998,-134.652943999999991,
"bluewater lake, NM, US",35.300516549999998,-108.127258456831001,2298.00000
"ellwood city, PA, US",40.861730299999998,-80.286451499999998,267.00000
"wasco, OR, US",45.591710700000000,-120.698155400000005,386.00000
"sitka, AK, US",57.052497299999999,-135.337612400000012,
"huntsville, AL, US",34.668643500000002,-86.441819713976500,180.00000
"cozad, NE, US",40.859729000000002,-99.987343999999993,764.00000
"fair lawn, NJ, US",40.940376200000003,-74.131809599999997,22.00000
"s. beloit, IL, US",42.493070799999998,-89.036776399999994,227.00000
"castle peak summit, CA, US",40.669115599999998,-111.129899800000004,2992.00000
"hubbard,, OR, US",45.183138800000002,-122.808628499999998,56.00000
"centerville, OH, US",39.628392800000000,-84.159381800000006,299.00000
"mt. vernon, NY, US",40.912599200000002,-73.837078599999998,44.00000
"wyola, MT, US",45.130252900000002,-107.395222599999997,1130.00000
"craig, MT, US",55.476388900000003,-133.148333299999990,
"franklin park, IL, US",41.935308399999997,-87.865617999999998,196.00000
"columbia, TN, US",31.292676199999999,-85.111596500000005,57.00000
"lompoc, CA, US",34.639150100000002,-120.457940899999997,33.00000
"pocatello, ID, US",42.868861299999999,-112.440109800000002,1369.00000
"bracketville, TX, US",32.806786299999999,-96.472948000000002,144.00000
"opp, AL, US",31.282668500000000,-86.255506699999998,98.00000
"culpepper, VA, US",35.516188900000003,-92.516547700000004,315.00000
"cleveland, GA, US",41.505161299999997,-81.693444600000007,196.00000
"athens, GA, US",42.088657599999998,-85.234705199999993,274.00000
"rome, GA, US",34.257038000000001,-85.164672600000003,185.00000
"spencer, IA, US",43.141357800000002,-95.144439300000002,400.00000
"i-35, TX, US",29.664215599999999,-98.168557899999996,208.00000
"livonia, MI, US",42.368369999999999,-83.352709700000005,196.00000
"suquamish, WA, US",47.730114499999999,-122.552989400000001,0.00000
"trabuco, CA, US",33.638699299999999,-117.614174599999998,270.00000
"swanville, ME, US",44.521185500000001,-68.997812900000000,65.00000
"santee, CA, US",32.838382799999998,-116.973916700000004,108.00000
"schererville, IN, US",41.478924599999999,-87.454760500000006,207.00000
"yamhill, OR, US",45.341503699999997,-123.187329099999999,51.00000
"rose, NY, US",40.684564799999997,-73.978173400000003,16.00000
"wheatridge, CO, US",37.727947000000000,-97.482370000000003,417.00000
"dayton, NV, US",39.758947800000001,-84.191606899999996,227.00000
"rock valley, IA, US",43.205241000000001,-96.294843000000000,377.00000
"westland, MI, US",42.323805600000000,-83.400532100000007,209.00000
"arecibo, PR, US",18.344259650000001,-66.752625833031601,310.00000
"san marcos, CA, US",29.882643600000002,-97.940582800000001,181.00000
"brentwood, CA, US",37.931776599999999,-121.696026599999996,25.00000
"desert center, CA, US",33.713176300000001,-115.400323499999999,269.00000
"apex/holly springs, NC, US",35.669477200000003,-78.860050200000003,98.00000
"new kent, VA, US",37.497144100000000,-76.996430099999998,32.00000
"amarillo, TX, US",35.207218500000003,-101.833824600000000,1124.00000
"muscatine, IA, US",41.424472999999999,-91.043205099999994,185.00000
"steilacoom, WA, US",47.170369200000003,-122.596287399999994,0.00000
"clarksville, TN, US",38.296779100000002,-85.760208700000007,140.00000
"van nuys, CA, US",34.186658100000002,-118.448729000000000,220.00000
"norwich, CT, US",41.524264899999999,-72.075910500000006,19.00000
"helena, AR, US",34.529547100000002,-90.591772199999994,61.00000
"hicksville, NY, US",40.767316350000002,-73.528116634279797,45.00000
"hoffman estates, IL, US",42.042663900000001,-88.079870999999997,239.00000
"belgrade, MT, US",45.773279000000002,-111.184534999999997,1361.00000
"castaic, CA, US",34.488882199999999,-118.622865599999997,404.00000
"bellevue/issaquah, WA, US",47.542987449999998,-122.006346123021004,211.00000
"weatherford, OK, US",35.526163300000000,-98.707574399999999,507.00000
"stony brook university, NY, US",40.915319599999997,-73.127062600000002,50.00000
"torrance, CA, US",33.835849199999998,-118.340628800000005,31.00000
"pleasanton, NE, US",40.967511000000002,-99.086478000000000,636.00000
"little marsh, PA, US",41.876738400000001,-77.401369299999999,481.00000
"chubbuck, ID, US",42.927194900000003,-112.465951399999994,1362.00000
"lincoln, MA, US",42.425928300000002,-71.303946900000000,94.00000
"copperas cove, TX, US",31.124061999999999,-97.903078500000007,332.00000
"panama city beach, FL, US",30.176591400000000,-85.805487900000003,0.00000
"ossipee, NH, US",36.172079400000001,-79.510579399999997,196.00000
"chelmsford, MA, US",42.599813900000001,-71.367283799999996,75.00000
"los banos, CA, US",37.059225300000001,-120.850534199999998,38.00000
"windsor, CA, US",42.511751699999998,-73.057877899999994,610.00000
"iron river, MI, US",46.122297300000000,-88.716898400000005,470.00000
"shreveport, LA, US",32.522182800000003,-93.765194399999999,54.00000
"magna, UT, US",40.702683450000002,-112.089201928148000,1330.00000
"greeley, CO, US",40.423314200000000,-104.709132199999999,1426.00000
"marshall, TX, US",61.877777799999997,-162.081111099999987,
"dayton, OH, US",39.758947800000001,-84.191606899999996,227.00000
"moline, IL, US",41.506700299999999,-90.515134200000006,180.00000
"gulf shores, AL, US",30.297024000000000,-87.645741228945795,10.00000
"kenton, OH, US",40.647817099999997,-83.608996800000000,309.00000
"fort lawn, SC, US",34.700722499999998,-80.902286985184702,163.00000
"arkansas, AR, US",34.290245400000003,-91.359851100000000,58.00000
"coeur d'alene, ID, US",47.677683199999997,-116.780466399999995,670.00000
"johnson creek, WI, US",43.076112999999999,-88.774270700000002,246.00000
"national forest, CO, US",42.129981999999998,-123.229442000000006,992.00000
"perrine, FL, US",25.605105500000001,-80.353664499999994,9.00000
"aurora, OH, US",41.317554999999999,-81.345386000000005,341.00000
"brick, NJ, US",40.070724400000003,-74.128056200000003,11.00000
"rancho mirage, CA, US",33.770859000000002,-116.426874023455994,79.00000
"mt. vernon, OR, US",44.417573900000001,-119.114159200000003,868.00000
"st. clair shores, MI, US",42.496980499999999,-82.888805399999995,178.00000
"valdosta, GA, US",30.832702200000000,-83.278485099999997,69.00000
"wayzata, MN, US",44.974199499999997,-93.506994199999994,292.00000
"wooster, OH, US",35.202026900000000,-92.455990200000002,93.00000
"big rapids, MI, US",43.698078000000002,-85.483655999999996,289.00000
"fire island pines, NY, US",40.665607799999997,-73.068951600000005,3.00000
"corbin, KY, US",36.948698600000000,-84.096876100000003,331.00000
"moro, AR, US",34.795096600000001,-90.991229500000003,61.00000
"georgia, GA, US",32.329380899999997,-83.113736599999996,114.00000
"yuba city, CA, US",39.140447700000003,-121.616910799999999,18.00000
"georgetown, TX, US",38.209796699999998,-84.558831100000006,263.00000
"lenoir city, TN, US",35.797299799999998,-84.256029900000001,247.00000
"dublin, CA, US",37.702152099999999,-121.935791800000004,113.00000
"lolo, MT, US",46.759032800000000,-114.082331400000001,971.00000
"st. paul, OR, US",45.211234699999999,-122.976766600000005,50.00000
"round lake beach, illinois, IL, US",42.371688100000000,-88.090080599999993,239.00000
"corfu, NY, US",42.960059500000000,-78.405576699999997,263.00000
"vass, NC, US",35.256268400000003,-79.282249100000001,99.00000
"bermuda dunes, CA, US",33.743820200000002,-116.286307199999996,27.00000
"mcallen, TX, US",26.204369100000001,-98.230081999999996,41.00000
"williamsburg, KY, US",36.743416900000000,-84.159656100000007,295.00000
"roseville, CA, US",39.807290299999998,-82.071252200000004,228.00000
"douglasville, GA, US",33.751496600000003,-84.747713599999997,364.00000
"montara, CA, US",37.549420499999997,-122.493541004638004,114.00000
"southbury, CT, US",41.481484799999997,-73.213169300000004,84.00000
"pewaukee, WI, US",43.080565100000001,-88.261204500000005,278.00000
"pineville, LA, US",31.742655200000002,-87.177207899999999,87.00000
"southampton, NY, US",40.884267000000001,-72.389529600000003,12.00000
"central new york, NY, US",40.765247600000002,-73.454289500000002,53.00000
"highland, IN, US",41.553646899999997,-87.451983999999996,191.00000
"marion, IN, US",40.558373899999999,-85.659144200000000,248.00000
"danville, PA, US",37.645648799999996,-84.772182299999997,299.00000
"south prairie, WA, US",47.139268399999999,-122.098169100000007,141.00000
"inverness, FL, US",28.835817599999999,-82.330371499999998,19.00000
"fitchburg, MA, US",42.583422800000001,-71.802295599999994,161.00000
"landover, MD, US",38.934000200000000,-76.896639699999994,34.00000
"marshville, NC, US",34.988486000000002,-80.367008499999997,167.00000
"latrobe, CA, US",38.559629000000001,-120.983830699999999,250.00000
"barto, PA, US",40.391207999999999,-75.610185799999996,140.00000
"melbourne beach, FL, US",28.068349600000001,-80.560330300000004,4.00000
"del mar, CA, US",32.959489099999999,-117.265314599999996,38.00000
"lincoln, NE, US",40.799999999999997,-96.667821000000004,366.00000
"telluride, CO, US",37.937493900000000,-107.812285200000005,2679.00000
"henry, TN, US",41.111424900000003,-89.356477600000005,154.00000
"rushville, IL, US",40.121157699999998,-90.563182900000001,205.00000
"salem, MA, US",42.519529200000001,-70.896722600000004,11.00000
"manchester, NH, US",41.781255950000002,-72.530635650677596,62.00000
"new haven, KY, US",37.657839699999997,-85.591072800000006,141.00000
"east amwell township, NJ, US",40.434945999999997,-74.830101146204896,64.00000
"grand mound, IA, US",41.824027899999997,-90.647763299999994,221.00000
"peabody, MA, US",42.527873100000001,-70.928660899999997,16.00000
"wauconda, WA, US",42.258912199999997,-88.139247400000002,246.00000
"mt. morris, PA, US",42.050306200000001,-89.431220100000004,280.00000
"vernal, UT, US",40.455515699999999,-109.528747899999999,1627.00000
"niagara falls, NY, US",43.103092799999999,-79.030261800000005,178.00000
"morristown, NJ, US",39.673206499999999,-85.698970900000006,257.00000
"penfield, NY, US",43.130113299999998,-77.475958800000001,137.00000
"cascade range, OR, US",47.271061000000003,-111.700536999999997,1035.00000
"south lake tahoe, CA, US",38.929330000000000,-119.987757625037005,1912.00000
"waterford, MI, US",37.641320200000003,-120.760483399999998,52.00000
"mosinee, WI, US",44.792729799999996,-89.703595899999996,349.00000
"roseville, MI, US",45.006076700000001,-93.156610700000002,284.00000
"kaiser, MO, US",50.800750000000001,14.156722000000000,
"wanaque, NJ, US",41.038152599999997,-74.294037799999998,72.00000
"kalama, WA, US",46.008522499999998,-122.842470899999995,54.00000
"fullerton, CA, US",33.870821499999998,-117.929416500000002,53.00000
"clearfield, UT, US",41.113475600000001,-112.024438200000006,1378.00000
"jacksonville, IL, US",30.332183799999999,-81.655651000000006,9.00000
"frances, WA, US",46.542325800000000,-123.504875400000003,101.00000
"tell city, IN, US",37.951444700000003,-86.767766300000005,120.00000
"hillsboro, MO, US",45.522893900000000,-122.989827000000005,60.00000
"la jolla, CA, US",32.833500500000000,-117.261620300000004,131.00000
"superior, MT, US",46.720773700000002,-92.104079600000006,195.00000
"benson, NC, US",31.967873099999998,-110.294576000000006,1087.00000
"sunnyvale, CA, US",37.368830099999997,-122.036349599999994,43.00000
"aberdeen, WA, US",46.975371000000003,-123.815721999999994,0.00000
"hickory, NC, US",35.733189500000002,-81.341200599999993,351.00000
"hampstead, NC, US",39.604825200000001,-76.849977499999994,265.00000
"irvine, CA, US",37.700637999999998,-83.973813000000007,241.00000
"santee, SC, US",32.838382799999998,-116.973916700000004,108.00000
"spring valley, NY, US",41.113023099999999,-74.043783899999994,146.00000
"anderson, CA, US",40.105319600000001,-85.680254099999999,263.00000
"oregon, OH, US",41.643660300000001,-83.486876800000005,185.00000
"limestone, ME, US",46.908997999999997,-67.826156999999995,204.00000
"fort worth, TX, US",32.753177000000001,-97.332745900000006,206.00000
"bishop/benton, CA, US",42.086649049999998,-92.182647625024501,296.00000
"huachuca city, AZ, US",31.627870300000001,-110.333967799999996,1346.00000
"katy, TX, US",29.785785300000001,-95.824395600000003,47.00000
"warner robins, GA, US",32.598312999999997,-83.625677014582394,114.00000
"standale, MI, US",42.972524900000003,-85.776424199999994,226.00000
"brighton, MI, US",42.531691799999997,-83.784645800000007,286.00000
"crystal falls, MI, US",46.098007000000003,-88.334023999999999,430.00000
"rochester, IN, US",44.023326900000001,-92.463021499999996,304.00000
"lodi, WI, US",43.313878000000003,-89.526509300000001,274.00000
"pasadena, MD, US",39.110637500000003,-76.550696754279201,14.00000
"moorpark, CA, US",34.285558000000002,-118.882041400000006,164.00000
"mechanicsburg, PA, US",40.072003899999999,-83.556313299999999,323.00000
"west salem, OH, US",40.971444800000000,-82.109874800000000,337.00000
"lake travis/austin, TX, US",30.430937199999999,-97.949835643862698,207.00000
"bitterroot valley, MT, US",44.362938399999997,-121.659816300000003,1042.00000
"chinook, MT, US",48.590131999999997,-109.231823000000006,732.00000
"humeston, IA, US",40.858891999999997,-93.497437099999999,336.00000
"wickiup, AZ, US",34.630796400000001,-111.767147499999993,1106.00000
"mandan, ND, US",46.826414999999997,-100.889703999999995,501.00000
"waverly, NE, US",40.917420000000000,-96.528166999999996,339.00000
"tyson's corner, VA, US",38.920617399999998,-77.222135300000005,136.00000
"clayton, OH, US",39.863110100000000,-84.360502199999999,302.00000
"fruitland park, FL, US",28.861376499999999,-81.906470499999998,33.00000
"el dorado, KS, US",37.817239999999998,-96.862252400000003,411.00000
"schertz, TX, US",29.564161700000000,-98.269570200000004,219.00000
"dexter, ME, US",45.024039000000002,-69.290085000000005,147.00000
"fall river, KS, US",43.384433799999996,-89.045110800000003,261.00000
"rock springs, WY, US",41.586922500000000,-109.204786700000000,1953.00000
"halsey, OR, US",44.384012200000001,-123.109814499999999,85.00000
"westborough, MA, US",42.269430800000002,-71.612990699999997,93.00000
"gila bend, AZ, US",32.947826700000000,-112.716823899999994,222.00000
"eustace, TX, US",32.307090199999998,-96.006635399999993,133.00000
"plainview, NY, US",40.776488200000003,-73.467345499999993,54.00000
"chocowinity, NC, US",35.512595500000003,-77.100923199999997,13.00000
"joshua tree national park, CA, US",33.897067149999998,-115.951115584516998,949.00000
"davenport, IA, US",41.523643600000000,-90.577636799999993,181.00000
"new canaan, CT, US",41.146763000000000,-73.494844599999993,100.00000
"marion, IA, US",42.034165799999997,-91.597677300000001,259.00000
"wilmington, NC, US",39.745946799999999,-75.546588999999997,30.00000
"mount carmel, TN, US",40.797031199999999,-76.411896100000007,338.00000
"woodbridge, VA, US",38.658172299999997,-77.249704899999998,9.00000
"castle creek, NY, US",42.227575299999998,-75.918253000000007,341.00000
"northridge, CA, US",39.811134000000003,-84.188950250967906,253.00000
"osceola, IN, US",45.320584799999999,-92.704552600000000,249.00000
"lewiston, ME, US",44.100351000000003,-70.214776400000005,73.00000
"gobles, MI, US",42.360869100000002,-85.879463599999994,250.00000
"bowling green, KY, US",36.990319900000003,-86.443601799999996,175.00000
"mishawaka, IN, US",41.661992699999999,-86.158615600000005,220.00000
"stone ridge, NY, US",42.275131999999999,-78.684109000000007,585.00000
"silverlake, WA, US",46.261637000000000,-119.341923899999998,177.00000
"lake forest, CA, US",42.258634200000003,-87.840625000000003,220.00000
"oxford, MS, US",39.785206199999998,-75.979021500000002,172.00000
"canton, MI, US",42.308081000000001,-83.486867707179101,211.00000
"brevard, NC, US",35.233447200000001,-82.734291900000002,675.00000
"ellicott city, MD, US",39.267328399999997,-76.798306699999998,91.00000
"edison, NJ, US",40.538237500000001,-74.394517345087706,29.00000
"michigan, MI, US",43.621195499999999,-84.682434599999993,223.00000
"murfreesboro, TN, US",35.845998999999999,-86.392045199999998,188.00000
"west sunbury, PA, US",41.007285400000001,-79.896164700000000,424.00000
"lenexa, KS, US",38.953668999999998,-94.733733999999998,315.00000
"frisco, NC, US",39.574429899999998,-106.097519599999998,2772.00000
"marina del rey, CA, US",36.922561500000000,-121.851784899999998,50.00000
"blaine, WA, US",48.988110800000001,-122.743575699999994,17.00000
"kingsport, TN, US",36.550238000000000,-82.559429300000005,376.00000
"hewitt, TX, US",44.641141200000000,-90.104140900000004,377.00000
"seminole, FL, US",27.842587999999999,-82.778813933388705,4.00000
"bemus point, NY, US",42.161724000000000,-79.391713999999993,414.00000
"st. helen, MI, US",44.363629899999999,-84.410291200000003,366.00000
"norman, OK, US",35.222571700000003,-97.439481599999993,361.00000
"mooresville, NC, US",35.584859600000001,-80.810072399999996,268.00000
"acampo, CA, US",38.174639800000001,-121.278558799999999,15.00000
"monroe, NC, US",42.721115599999997,-72.984992262109301,574.00000
"plymouth, MN, US",41.942665699999999,-70.761859200000004,44.00000
"neshkoro, WI, US",43.965812100000001,-89.217618700000003,249.00000
"healdsburg, CA, US",38.629835499999999,-122.859002118421003,75.00000
"thomasville, AL, US",31.913485900000001,-87.735836699999993,126.00000
"deweyville, UT, US",41.710484500000000,-112.090228100000004,1328.00000
"blacksburg, SC, US",37.229656599999998,-80.413676699999996,636.00000
"battle ground, WA, US",45.781353199999998,-122.533743299999998,91.00000
"sparta, NC, US",43.160857999999998,-85.710038999999995,231.00000
"winslow, IN, US",44.547420000000002,-69.621735000000001,37.00000
"fort pierce, FL, US",27.446705600000001,-80.325605600000003,8.00000
"pell city, AL, US",33.586214900000002,-86.286088800000002,186.00000
"newport, TN, US",41.489982699999999,-71.313770700000006,18.00000
"marquette, MI, US",46.543491400000001,-87.396433000000002,212.00000
"lancaster, CA, US",40.080669999999998,-76.241128300000000,109.00000
"lihue, HI, US",48.604328000000002,-100.294408000000004,449.00000
"hodgkins, IL, US",41.768920700000002,-87.857834999999994,193.00000
"springtown, PA, US",32.965956599999998,-97.683638400000007,264.00000
"smith, KY, US",36.735920800000002,-83.259345499999995,415.00000
"mattawa, WA, US",46.737904499999999,-119.902822799999996,227.00000
"mansfield, OH, US",32.563192399999998,-97.141676799999999,192.00000
"littleton, CO, US",39.613320999999999,-105.016649799999996,1631.00000
"newtown square, PA, US",39.986811699999997,-75.400763299999994,129.00000
"ponce, PR, US",18.003994899999999,-66.616950900000006,11.00000
"newport beach, CA, US",33.617009199999998,-117.929440099999994,5.00000
"corte madera, CA, US",37.925480600000000,-122.527475499999994,2.00000
"carbondale, IL, US",37.727469200000002,-89.216655000000003,123.00000
"bosque farms, NM, US",34.854775600000004,-106.705303599999993,1484.00000
"minocqua, WI, US",45.871341999999999,-89.710981000000004,483.00000
"oakland, OR, US",37.804455699999998,-122.271356299999994,16.00000
"germantown, TN, US",43.228617399999997,-88.110369100000000,264.00000
"fredericksburg, PA, US",38.303183699999998,-77.460539900000001,18.00000
"whiteland, IN, US",39.550048500000003,-86.079707900000002,244.00000
"washington, UT, US",37.239347100000003,-113.525775999999993,1549.00000
"walla walla, WA, US",46.064999899999997,-118.330278399999997,299.00000
"kyle, TX, US",29.989292800000001,-97.877210300000002,228.00000
"freeport, NY, US",40.657602199999999,-73.583183500000004,10.00000
"sheridan, OR, US",45.099281400000002,-123.394829099999995,60.00000
"lake arrowhead, CA, US",34.259286899999999,-117.185754081831007,1559.00000
"grass valley, CA, US",39.208665500000002,-121.053123077411996,773.00000
"westcliff, CO, US",39.877066499999998,-105.070585394177002,1633.00000
"leo, IN, US",48.760810999999997,-96.250572700000006,310.00000
"center valley, PA, US",40.529266000000000,-75.393236000000002,144.00000
"tinley park/i-57, IL, US",41.573366900000003,-87.784494400000000,213.00000
"winston-salem, NC, US",36.099813099999999,-80.244051799999994,282.00000
"james island, SC, US",32.727677900000003,-79.955645500000003,8.00000
"manistee, MI, US",44.330804399999998,-86.026204300000003,218.00000
"long beach, MS, US",40.588511599999997,-73.657860999999997,5.00000
"belvidere, IL, US",42.257999099999999,-88.841734000000002,242.00000
"superior, WI, US",46.720773700000002,-92.104079600000006,195.00000
"overland park, KS, US",38.982228200000002,-94.670791699999995,324.00000
"nome, ND, US",46.677752900000002,-97.810380699999996,403.00000
"tukwila, WA, US",47.462735600000002,-122.255915599999994,24.00000
"dunkirk, MD, US",38.721783700000003,-76.660518699999997,42.00000
"weston, MO, US",26.103632000000001,-80.403101981736995,7.00000
"isle of palms, SC, US",32.786769700000001,-79.788035899999997,4.00000
"salisbury, NC, US",38.366211399999997,-75.600888100000006,6.00000
"morristown, TN, US",39.673206499999999,-85.698970900000006,257.00000
"gold canyon, AZ, US",33.371071499999999,-111.426184980174995,622.00000
"east machias, ME, US",44.739243999999999,-67.389990400000002,15.00000
"big sur, CA, US",36.270240999999999,-121.807454500000006,149.00000
"bailey, CO, US",39.406466199999997,-105.471701300000007,2392.00000
